name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_document_feedback\` has a foreign key \`send_document_feedback_view_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_document_feedback"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_document_feedback_view_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_send_document_feedback_send_document_feedback_view_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_document_ndas\` has a foreign key \`send_document_ndas_link_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_document_ndas"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_document_ndas_link_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_send_document_ndas_send_document_ndas_link_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_document_ndas\` has a foreign key \`send_document_ndas_view_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_document_ndas"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_document_ndas_view_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_send_document_ndas_send_document_ndas_view_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_document_tags\` has a foreign key \`send_document_tags_tag_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_document_tags"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_document_tags_tag_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_send_document_tags_send_document_tags_tag_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_email_verifications\` has a foreign key \`send_email_verifications_link_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_email_verifications"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_email_verifications_link_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_send_email_verifications_send_email_verifications_link_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_faq_items\` has a foreign key \`send_faq_items_category_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_faq_items"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_faq_items_category_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_send_faq_items_send_faq_items_category_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_link_access_controls\` has a foreign key \`send_link_access_controls_link_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_link_access_controls"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_link_access_controls_link_id_fkey"",""fkey_columns"":[2]}",unindexed_foreign_keys_public_send_link_access_controls_send_link_access_controls_link_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_link_custom_fields\` has a foreign key \`send_link_custom_fields_field_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_link_custom_fields"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_link_custom_fields_field_id_fkey"",""fkey_columns"":[3]}",unindexed_foreign_keys_public_send_link_custom_fields_send_link_custom_fields_field_id_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_pending_uploads\` has a foreign key \`send_pending_uploads_reviewed_by_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_pending_uploads"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_pending_uploads_reviewed_by_fkey"",""fkey_columns"":[11]}",unindexed_foreign_keys_public_send_pending_uploads_send_pending_uploads_reviewed_by_fkey
unindexed_foreign_keys,Unindexed foreign keys,INFO,EXTERNAL,"[""PERFORMANCE""]","Identifies foreign key constraints without a covering index, which can impact database performance.",Table \`public.send_shared_documents\` has a foreign key \`send_shared_documents_parent_version_id_fkey\` without a covering index. This can lead to suboptimal query performance.,https://supabase.com/docs/guides/database/database-linter?lint=0001_unindexed_foreign_keys,"{""name"":""send_shared_documents"",""type"":""table"",""schema"":""public"",""fkey_name"":""send_shared_documents_parent_version_id_fkey"",""fkey_columns"":[14]}",unindexed_foreign_keys_public_send_shared_documents_send_shared_documents_parent_version_id_fkey
